solver,seed,decision,ego_x,ego_z,ego_angle,ego_speed,action_kind,action_id,v_cmd,omega_cmd,wheel_left,wheel_right,d,phi,v,kappa,tile,d_stop,sigma_stop,stop_hold_progress,duck_present,duck_longitudinal,duck_lateral,duck_active,duck_class,duck_active_state,crossings_started,reward_total,reward_progress,reward_lateral,reward_heading,reward_time,reward_pedestrian,reward_stagnation,reward_stop_approach,reward_steering,reward_events,full_stop,passed_stop,stop_violation,offroad,other_collision,duck_collision,timeout,goal,terminated,truncated,reason,planning_time,model_calls
td3,1002,80,0.45333790003644703,1.5309556404366922,-0.1982394058144832,0.004873164899842748,continuous,-1,0.0006571412086486816,1.4794201850891113,-0.07479328662157059,0.07610756903886795,-0.03796199082478874,-0.017154252488891027,0.0019300875359221815,0.0,STRAIGHT,0.09464418955790987,true,1.0,false,0.0,0.0,false,NONE,false,0,-2.497473797022768,0.0019298035610212864,-0.0028822254947626887,-0.000147134189226312,-0.01,0.0,-2.0,0.0,-0.4863742408998001,0.0,false,false,false,false,false,false,false,false,false,false,in_progress,3.7084e-5,0
td3,1002,81,0.4539102372591721,1.531064679328087,-0.1628387495012437,0.0019300875359221815,continuous,-1,0.001970142126083374,1.4401302337646484,-0.07147649675607681,0.07541678100824356,-0.0379762871279,-0.0966580815063648,0.0012405106049057377,0.0,STRAIGHT,0.09437207356865168,true,1.0,false,0.0,0.0,false,NONE,false,0,-2.47720442230328,0.0012347202034561008,-0.0028843967680414065,-0.004671392360245531,-0.01,0.0,-2.0,0.0,-0.4608833533784491,0.0,false,false,false,false,false,false,false,false,false,false,in_progress,4.1897e-5,0
td3,1002,82,0.45418051656244296,1.5310993289185038,-0.08333492048377733,0.0012405106049057377,continuous,-1,0.007098987698554993,0.8231226205825806,-0.03488026559352875,0.04907824099063873,-0.038026465910958165,-0.18818347672921168,0.0024980929775072153,0.0,STRAIGHT,0.09404142891972628,true,1.0,false,0.0,0.0,false,NONE,false,0,-2.178706954609366,0.0024539908479877604,-0.0028920242193545267,-0.017706510456946878,-0.01,0.0,-2.0,0.0,-0.15056241078105218,0.0,false,false,false,false,false,false,false,false,false,false,in_progress,3.7338e-5,0
td3,1002,83,0.45451480276973016,1.531109153670395,0.00819047473906891,0.0024980929775072153,continuous,-1,0.026007190346717834,-1.436585545539856,0.09927305579185486,-0.04725867137312889,-0.03825301243289815,-0.2438022301141336,0.00844911644259124,0.0,STRAIGHT,0.09307316260860582,true,1.0,false,0.0,0.0,false,NONE,false,0,-2.493064437510596,0.008199252037220939,-0.002926585920382921,-0.029719763704312476,-0.01,0.0,-2.0,0.0,-0.45861733992312126,0.0,false,false,false,false,false,false,false,false,false,false,in_progress,3.8615e-5,0
td3,1002,84,0.4555079836533571,1.5310596086580128,0.06380922812399092,0.00844911644259124,continuous,-1,0.05075657367706299,-1.4945721626281738,0.1269797533750534,-0.02546660602092743,-0.03887255244886053,-0.20435345987040857,0.01946406720899305,0.0,STRAIGHT,0.08918344209644069,true,1.0,false,0.0,0.0,false,NONE,false,0,-2.511231241110708,0.01905906657158659,-0.0030221506677788256,-0.02088016828050334,-0.01,0.0,-2.0,0.0,-0.4963879887340125,0.0,false,false,false,false,false,false,false,false,false,false,in_progress,3.742e-5,0
td3,1002,85,0.4582744372737497,1.5309229287086243,0.029432138224083502,0.01946406720899305,continuous,-1,0.00865444540977478,-1.4686905145645142,0.08355766534805298,-0.06624877452850342,-0.03954348373422362,-0.11430876483076384,0.016130848154835235,0.0,STRAIGHT,0.08274677139063868,true,1.0,false,0.0,0.0,false,NONE,false,0,-2.482979895596908,0.016025576044843504,-0.0031273742116776156,-0.006533246858567436,-0.01,0.0,-2.0,0.0,-0.4793448505715061,0.0,false,false,false,false,false,false,false,false,false,false,in_progress,3.8145e-5,0
td3,1002,86,0.46239352271198125,1.530947451911434,-0.05062702230157564,0.016130848154835235,continuous,-1,0.003197595477104187,0.38047415018081665,-0.016206586733460426,0.0226017776876688,-0.039702019328552066,-0.02789770151580617,0.007476497770809888,0.0,STRAIGHT,0.07941925411902356,true,1.0,false,0.0,0.0,false,NONE,false,0,-2.0382370705495823,0.0074735885486161445,-0.0031525006775294435,-0.00038914087493250693,-0.01,0.0,-2.0,0.0,-0.032169017545736575,0.0,false,false,false,false,false,false,false,false,false,false,in_progress,3.7933e-5,0
td3,1002,87,0.4645376474936112,1.5311416513873992,-0.13212353081896389,0.007476497770809888,continuous,-1,0.001290053129196167,1.4155151844024658,-0.07090122252702713,0.07348132878541946,-0.0397174033728734,-0.014938415639269537,0.003297722574353288,0.0,STRAIGHT,0.07845366537611526,true,1.0,false,0.0,0.0,false,NONE,false,0,-2.455232109381231,0.003297354627474743,-0.00315494426136707,-0.00011157813090578634,-0.01,0.0,-2.0,0.0,-0.44526294161643265,0.0,false,false,false,false,false,false,false,false,false,false,in_progress,3.7909e-5,0
td3,1002,88,0.46549335105943945,1.5312803199978129,-0.14508281669549153,0.003297722574353288,continuous,-1,0.001582115888595581,1.442031979560852,-0.07196151465177536,0.07512574642896652,-0.039733042559824475,-0.06938078539621019,0.0016930281227991784,0.0,STRAIGHT,0.07801421955811566,true,1.0,false,0.0,0.0,false,NONE,false,0,-2.475976705596599,0.0016889548979951636,-0.003157429342121646,-0.0024068466910974868,-0.01,0.0,-2.0,0.0,-0.46210138446137544,0.0,false,false,false,false,false,false,false,false,false,false,in_progress,3.7512e-5,0
td3,1002,89,0.4659296744089565,1.5313349015495685,-0.09064044693855595,0.0016930281227991784,continuous,-1,0.0030338913202285767,1.1872774362564087,-0.05751725658774376,0.06358504295349121,-0.03976599007543927,-0.15357512828598258,0.001565319408912112,0.0,STRAIGHT,0.07771789319981326,true,1.0,false,0.0,0.0,false,NONE,false,0,-2.3366590339311637,0.0015468963814664993,-0.0031626679333598686,-0.011792660014028003,-0.01,0.0,-2.0,0.0,-0.3132506023652424,0.0,false,false,false,false,false,false,false,false,false,false,in_progress,3.6823e-5,0
td3,1002,90,0.46622746470192405,1.531349591369998,-0.006446104048784211,0.001565319408912112,continuous,-1,0.015491023659706116,-1.1290574073791504,0.07307295501232147,-0.04209090396761894,-0.03987785770758523,-0.22066272476073748,0.004883817982082006,0.0,STRAIGHT,0.0771709012480511,true,1.0,false,0.0,0.0,false,NONE,false,0,-2.3160434700179593,0.0047653981372010705,-0.0031804870706928293,-0.02434601904941649,-0.01,0.0,-2.0,0.0,-0.28328236203505086,0.0,false,false,false,false,false,false,false,false,false,false,in_progress,3.8039e-5,0
td3,1002,91,0.4667852931254613,1.5313263102121986,0.06064149242597147,0.004883817982082006,continuous,-1,0.02939969301223755,-1.4882348775863647,0.10529967397451401,-0.04650028422474861,-0.04021666330064349,-0.19717970956728945,0.011333222331400487,0.0,STRAIGHT,0.07441259802525435,true,1.0,false,0.0,0.0,false,NONE,false,0,-2.513748405275732,0.011113618307418938,-0.0032347600140746496,-0.019439918932520308,-0.01,0.0,-2.0,0.0,-0.49218734463655606,0.0,false,false,false,false,false,false,false,false,false,false,in_progress,3.9658e-5,0
td3,1002,92,0.4684012821807452,1.5312361128099692,0.04202136909864812,0.011333222331400487,continuous,-1,0.012195289134979248,-1.463391661643982,0.08682826161384583,-0.06243768706917763,-0.040623200562135725,-0.1200452675330984,0.011178775406814624,0.0,STRAIGHT,0.0707525689829987,true,1.0,false,0.0,0.0,false,NONE,false,0,-2.4852998545529177,0.011098324172148337,-0.0033004888478230087,-0.007205433128546584,-0.01,0.0,-2.0,0.0,-0.4758922567486965,0.0,false,false,false,false,false,false,false,false,false,false,in_progress,5.9651e-5,0
td3,1002,93,0.4709220642212609,1.5312119659738441,-0.030301476964627785,0.011178775406814624,continuous,-1,0.004610493779182434,0.012111322954297066,0.003992816433310509,0.0052281711250543594,-0.04076106943028325,-0.033818828898395825,0.006693150573695185,0.0,STRAIGHT,0.0678350670848627,true,1.0,false,0.0,0.0,false,NONE,false,0,-2.007238059216419,0.006689323416189855,-0.0033229295622007435,-0.0005718565940294863,-0.01,0.0,-2.0,0.0,-3.259647637850733e-5,0.0,false,false,false,false,false,false,false,false,false,false,in_progress,3.8437e-5,0
td3,1002,94,0.4726731837090558,1.5313353162216339,-0.11176724263256142,0.006693150573695185,continuous,-1,0.0013778507709503174,1.3958011865615845,-0.0698080062866211,0.07256370782852173,-0.04077631237518562,-0.008864263963591247,0.003264260725816397,0.0,STRAIGHT,0.06690443896073539,true,1.0,false,0.0,0.0,false,NONE,false,0,-2.443047448720525,0.00326413248172624,-0.003325415301837432,-3.9287587808111205e-5,-0.01,0.0,-2.0,0.0,-0.43294687831260603,0.0,false,false,false,false,false,false,false,false,false,false,in_progress,3.8322e-5,0
td3,1002,95,0.4735961780970922,1.5314552429177415,-0.13672180756736566,0.003264260725816397,continuous,-1,0.0013751983642578125,1.4471309185028076,-0.07242847979068756,0.07517887651920319,-0.04078762303884384,-0.05667190958235764,0.0016423620762682596,0.0,STRAIGHT,0.06646912867085658,true,1.0,false,0.0,0.0,false,NONE,false,0,-2.478668475505132,0.0016397253905479701,-0.0033272603863176496,-0.0016058526678554598,-0.01,0.0,-2.0,0.0,-0.4653750878415066,0.0,false,false,false,false,false,false,false,false,false,false,in_progress,3.9346e-5,0
td3,1002,96,0.47402852412679,1.5315072033853236,-0.08891416194859961,0.0016423620762682596,continuous,-1,0.002398088574409485,1.287981390953064,-0.06328896433115005,0.06808514147996902,-0.04081380839006402,-0.1391058784273313,0.001357366663623996,0.0,STRAIGHT,0.06619656841006227,true,1.0,false,0.0,0.0,false,NONE,false,0,-2.390306071268392,0.0013442550023715543,-0.003331533910601721,-0.009675222706519737,-0.01,0.0,-2.0,0.0,-0.3686435696536421,0.0,false,false,false,false,false,false,false,false,false,false,in_progress,3.7446e-5,0
td3,1002,97,0.4743019997568533,1.531520835998582,-0.006480193103625859,0.001357366663623996,continuous,-1,0.011445969343185425,-0.8202797174453735,0.05328023433685303,-0.030388295650482178,-0.04089648443782785,-0.21157619500693925,0.0036986646350949323,0.0,STRAIGHT,0.0657640660034634,true,1.0,false,0.0,0.0,false,NONE,false,0,-2.18163528052355,0.0036161885802843577,-0.0033450448787469907,-0.02238224314680719,-0.01,0.0,-2.0,0.0,-0.14952418107828044,0.0,false,false,false,false,false,false,false,false,false,false,in_progress,3.7845e-5,0
td3,1002,98,0.47474192074999483,1.5315017787065128,0.06599012347598247,0.0036986646350949323,continuous,-1,0.024194717407226562,-1.4838438034057617,0.09987074881792068,-0.05148131772875786,-0.041156740116220544,-0.20075527673400995,0.009028904567479498,0.0,STRAIGHT,0.06337945752075685,true,1.0,false,0.0,0.0,false,NONE,false,0,-2.5139787321073555,0.00884757028728006,-0.003387754513988235,-0.02015134056827446,-0.01,0.0,-2.0,0.0,-0.48928720731237263,0.0,false,false,false,false,false,false,false,false,false,false,in_progress,3.8099e-5,0
td3,1002,99,0.4759890465149933,1.5314162081078677,0.05987933347087431,0.009028904567479498,continuous,-1,0.01401171088218689,-1.4724910259246826,0.08910875022411346,-0.061085332185029984,-0.04151378618013735,-0.1299390715304008,0.010104824682256524,0.0,STRAIGHT,0.06013948650796441,true,1.0,false,0.0,0.0,false,NONE,false,0,-2.493698080356451,0.010019638891043951,-0.0034467888860203262,-0.008442081155091307,-0.01,0.0,-2.0,0.0,-0.48182884920638325,0.0,false,false,false,false,false,false,false,false,false,false,in_progress,3.8152e-5,0
