decision,step_count,x,z,angle,speed,d,phi,v,tile,d_stop,sigma_stop,duck_threat,hold_steps,duck_x,duck_z,duck_vel,duck_active,crossings,action,wheel_l,wheel_r,r_progress,r_lateral,r_heading,r_time,r_pedestrian,r_stagnation,r_stop_approach,r_steering,r_events,r_total,cumulative_return,terminated,truncated,reason
48,288,0.27178420995639996,1.5422912329513827,-1.058657007594121,0.023721930492837853,0.0430083277736945,0.4152618011130206,0.023721930492837853,1,0.3069022486212664,false,0,0,0.9477,0.8775,0.02,false,0,v=0.0,w=0.0,0.0,0.0,0.021705821021766616,-0.003699432515779084,-0.08622118173181494,-0.01,0.0,0.0,0.0,0.0,0.0,-0.0782147932258274,1.2688436866848656,false,false,in_progress
49,294,0.2730857925334197,1.5445760789731016,-1.0468800203660624,0.007944429209850513,0.04406217903128072,0.41193121961444057,0.007944429209850513,1,0.3048282524464548,false,0,1,0.9477,0.8775,0.02,false,0,v=0.0,w=0.0,0.0,0.0,0.007279872231875328,-0.0038829512419692688,-0.08484366484652023,-0.01,0.0,0.0,0.0,0.0,0.0,-0.09144674385661417,1.1773969428282514,false,false,in_progress
50,300,0.2735281869232249,1.545337536269395,-1.041889489298164,0.0026605734297162264,0.04441282970435715,0.4069406885465423,0.0026605734297162264,1,0.3040204318502326,false,0,2,0.9477,0.8775,0.02,false,0,v=0.0,w=0.0,0.0,0.0,0.0024433003589066408,-0.0039449988846964575,-0.08280036199736697,-0.01,0.0,0.0,0.0,0.0,0.0,-0.09430206052315677,1.0830948823050945,false,false,in_progress
51,306,0.2736772625354123,1.5455920111407107,-1.0397747378887103,0.000891020668130475,0.04452928579269714,0.4048259371370883,0.000891020668130475,1,0.303749472484702,true,0,3,0.9477,0.8775,0.02,false,0,v=0.0,w=0.0,0.0,0.0,0.0008190003293879263,-0.003965714586415398,-0.08194201968946088,-0.01,0.0,-2.0,0.0,0.0,15.0,12.904911266053512,13.988006148358606,false,false,in_progress
52,312,0.2745444940778033,1.5470591953059456,-1.0345932520504189,0.03146505705017932,0.04520328417568751,0.40806329778643685,0.03146505705017932,1,0.3024917872091601,true,0,3,0.9477,0.8775,0.02,false,0,v=0.17,w=0.8793475420785598,0.12515327334403992,0.21484673023223877,0.02888149551040174,-0.004086673800535921,-0.08325782750017112,-0.01,0.0,-2.0,0.0,0.0,0.0,-2.0684630057903055,11.919543142568301,false,false,in_progress
53,318,0.28116371844791366,1.5577575448097165,-0.9984482013118234,0.078377799856602,0.05018625659481882,0.40529056665864754,0.078377799856602,1,0.29190436707626816,true,0,3,0.9477,0.8775,0.02,false,0,v=0.17,w=0.8871033391841583,0.12475772947072983,0.21524226665496826,0.0720282473183314,-0.005037320702001991,-0.08213022171124382,-0.01,0.0,0.0,0.0,0.0,0.0,-0.02513929509491441,11.894403847473386,false,false,in_progress
54,324,0.29119258086466154,1.5724383254612457,-0.9440271433560318,0.09408866047155079,0.05719765811749736,0.39987763288835887,0.09408866047155079,1,0.27626900630512646,true,0,3,0.9477,0.8775,0.02,false,0,v=0.17,w=0.8955562068445024,0.12432663142681122,0.21567337214946747,0.08666587800213287,-0.006543144188252223,-0.07995106064219855,-0.01,0.0,0.0,0.0,0.0,0.0,-0.009828326828317904,11.884575520645068,false,false,in_progress
55,330,0.30312743179589396,1.5878845297223423,-0.8814790332905555,0.09935015504456789,0.06475493707465073,0.3926200591332151,0.09935015504456789,1,0.2581056076168088,true,0,3,0.9477,0.8775,0.02,false,0,v=0.17,w=0.9068326934012967,0.12375153601169586,0.21624846756458282,0.09179057892185101,-0.00838640375108395,-0.07707525541688467,-0.01,0.0,0.0,0.0,0.0,0.0,-0.003671080246117611,11.88090444039895,false,false,in_progress
56,336,0.31641926655926406,1.6029657191842106,-0.8150016818652744,0.10111219984276441,0.07227638993693031,0.3716881387336526,0.10111219984276441,0,0.23861423243881724,true,0,3,0.9477,0.8775,0.02,false,0,v=0.17,w=0.9189022193784786,0.1231359913945198,0.21686401963233948,0.09420780993976828,-0.0104477530846304,-0.06907603623764348,-0.01,0.0,0.0,0.0,0.0,0.0,0.004684020617494395,11.885588461016445,false,false,in_progress
57,342,0.3308378673304962,1.6172520501144634,-0.7464422565852242,0.1017022978325697,0.0795114156926782,0.353899229377696,0.1017022978325697,0,0.21800380303257044,true,0,3,0.9477,0.8775,0.02,false,0,v=0.17,w=0.908269098325071,0.12367827445268631,0.21632172167301178,0.09539965774036804,-0.012644130450907745,-0.06262233227706356,-0.01,0.0,0.0,0.0,-0.1833228380780909,0.0,-0.17318964306569418,11.712398817950751,false,false,in_progress
