decision,step_count,x,z,angle,speed,d,phi,v,tile,d_stop,sigma_stop,duck_threat,hold_steps,duck_x,duck_z,duck_vel,duck_active,crossings,action,wheel_l,wheel_r,r_progress,r_lateral,r_heading,r_time,r_pedestrian,r_stagnation,r_stop_approach,r_steering,r_events,r_total,cumulative_return,terminated,truncated,reason
23,138,0.22082606298884314,1.3903826747444092,-1.469286349745866,0.17999992512157784,-0.0101718583746946,0.29812363687829646,0.17999992512157784,1,,false,0,0,0.9477,0.8775,0.02,false,0,v=0.3,w=0.4149765159235032,0.2788362205028534,0.3211638033390045,0.17206000427369458,-0.00020693340558968938,-0.04443885143277118,-0.01,0.0,0.0,0.0,0.0,0.0,0.11741421943533371,3.5334082765482866,false,false,in_progress
24,144,0.22474478954532545,1.4249324980058091,-1.4442192866485866,0.1561665131652929,0.0012459379010461996,0.37785360832281306,0.1561665131652929,1,,false,0,0,0.9477,0.8775,0.02,false,0,v=0.17,w=0.5693077745966016,0.1409652978181839,0.1990347057580948,0.1451503143774517,-3.1047225065268187e-6,-0.07138667466128491,-0.01,0.0,0.0,0.0,0.0,0.0,0.06376053499366027,3.597168811541947,false,false,in_progress
25,150,0.22850290638119933,1.4510666811834243,-1.4086114869294135,0.12014008091544914,0.011545113841556877,0.42271209387960645,0.12014008091544914,1,,false,0,0,0.9477,0.8775,0.02,false,0,v=0.17,w=0.7212529983262044,0.13321609795093536,0.20678390562534332,0.10956531482504014,-0.0002665793072290164,-0.0893427571560406,-0.01,0.0,0.0,0.0,0.0,0.0,0.009955978361770515,3.6071247899037173,false,false,in_progress
26,156,0.23260916781399577,1.473096088408734,-1.362107863393111,0.10807483127553777,0.0210461323104238,0.4516765183857189,0.10807483127553777,1,,false,0,0,0.9477,0.8775,0.02,false,0,v=0.17,w=0.8152921803510911,0.12842009961605072,0.21157990396022797,0.09723672077074261,-0.0008858793704557293,-0.10200583863052232,-0.01,0.0,0.0,0.0,0.0,0.0,-0.01565499723023544,3.591469792673482,false,false,in_progress
27,162,0.23752864297149204,1.4935844880023714,-1.30664014180699,0.10403414063808104,0.030331035381974184,0.4648942413001798,0.10403414063808104,1,,false,0,0,0.9477,0.8775,0.02,false,0,v=0.17,w=0.885095787106929,0.12486011534929276,0.21513988077640533,0.09299289172044092,-0.0018399434146851397,-0.10806332779703491,-0.01,0.0,0.0,0.0,0.0,0.0,-0.026910379491279134,3.5645594131822027,false,false,in_progress
28,168,0.24352065820392824,1.51331696032468,-1.2442841833842027,0.10268087007335132,0.039545232221886904,0.463226263152326,0.10268087007335132,1,0.3369360740421155,false,0,0,0.9477,0.8775,0.02,false,0,v=0.17,w=0.9300270307913527,0.12256862223148346,0.21743138134479523,0.09185990235602859,-0.0031276507829659243,-0.10728928543703399,-0.01,0.0,0.0,0.0,0.0,0.0,-0.028557033863971328,3.5360023793182314,false,false,in_progress
29,174,0.2507288303422144,1.5324776340388269,-1.1770084883491652,0.1022276289190101,0.048656806635232044,0.4565980213027081,0.1022276289190101,1,0.32453462915344883,false,0,0,0.9477,0.8775,0.02,false,0,v=0.17,w=0.9509230556888708,0.12150292098522186,0.21849708259105682,0.09175518643229111,-0.004734969663876722,-0.10424087652877415,-0.01,0.0,0.0,0.0,0.0,0.0,-0.027220659760359762,3.5087817195578714,false,false,in_progress
30,180,0.25921911586769303,1.5510500736531034,-1.1066257517335403,0.10207581991991257,0.05759526604319129,0.4462607699460361,0.10207581991991257,1,0.31068248631337664,false,0,0,0.9477,0.8775,0.02,false,0,v=0.17,w=0.965353797851505,0.12076696008443832,0.21923305094242096,0.09207925312682687,-0.006634429341171967,-0.09957433739641447,-0.01,0.0,0.0,0.0,0.0,0.0,-0.024129513610759566,3.484652205947112,false,false,in_progress
31,186,0.26900523832945933,1.5689541477991937,-1.0342782547415024,0.1020249653626143,0.06628160796076692,0.43282567533234256,0.1020249653626143,1,0.2953844905192304,false,0,0,0.9477,0.8775,0.02,false,0,v=0.17,w=0.9749249332240921,0.12027882784605026,0.21972116827964783,0.09261664961406146,-0.0087865031077296,-0.09366903261344921,-0.01,0.0,0.0,0.0,0.0,0.0,-0.01983888610711735,3.4648133198399944,false,false,in_progress
32,192,0.28006841719943676,1.5860916476221698,-0.9606700256146248,0.10200792409300821,0.07463891463743413,0.40844904825635964,0.10200792409300821,1,0.27851005530548095,false,0,0,0.9477,0.8775,0.02,false,0,v=0.17,w=0.9802733335112821,0.12000606209039688,0.2199939340353012,0.09361654246318342,-0.011141935156508359,-0.083415312510763,-0.01,0.0,0.0,0.0,0.0,0.0,-0.010940705204087941,3.4538726146359067,false,false,in_progress
33,198,0.2923674495608465,1.602362509360817,-0.8863610746611892,0.10200221893144559,0.08260304240534705,0.3897397219790128,0.10200221893144559,1,0.2607459538833614,false,0,0,0.9477,0.8775,0.02,false,0,v=0.17,w=0.9666221150131724,0.12070227414369583,0.21929773688316345,0.09435286681729942,-0.013646525229239126,-0.07594852544413909,-0.01,0.0,0.0,0.0,0.0,0.0,-0.005242183856078794,3.448630430779828,false,false,in_progress
34,204,0.30583957356272967,1.6176753844592136,-0.8121981347090916,0.1020003148915973,0.09010632663329317,0.3614197410546621,0.1020003148915973,1,0.24190145681255926,false,0,0,0.9477,0.8775,0.02,false,0,v=0.17,w=0.9640494736935478,0.12083347886800766,0.21916651725769043,0.09541066027586995,-0.016238300198691435,-0.06531211461200952,-0.01,0.0,0.0,0.0,0.0,0.0,0.0038602454651689936,3.452490676244997,false,false,in_progress
35,210,0.32040725016517824,1.6319497648627006,-0.7383568705205605,0.10199968516302665,0.0971008808718539,0.33872325659323205,0.10199968516302665,0,0.22216233877359082,false,0,0,0.9477,0.8775,0.02,false,0,v=0.17,w=0.9439829203626431,0.12185687571763992,0.21814313530921936,0.0962040298490345,-0.018857162132179923,-0.05736672227856226,-0.01,0.0,0.0,0.0,0.0,0.0,0.00998014543829233,3.462470821683289,false,false,in_progress
36,216,0.3359829022258258,1.6451169927182017,-0.6653905861474809,0.10199948793962547,0.10354298566568301,0.3074660248815814,0.10199948793962547,0,0.20181090569598104,false,0,0,0.9477,0.8775,0.02,false,0,v=0.17,w=0.9340495362627181,0.12236347794532776,0.21763652563095093,0.09721607125593372,-0.021442299761127676,-0.04726767822824062,-0.01,0.0,0.0,0.0,-0.1938774568278261,0.0,-0.17537136356126065,3.2870994581220283,false,false,in_progress
37,222,0.35247168405862667,1.6571211811780244,-0.5933685571861073,0.10199943446355644,0.1093907473456049,0.2751185603501339,0.10199943446355644,0,0.18090826265688348,false,0,0,0.9477,0.8775,0.02,false,0,v=0.17,w=0.9077686314910931,0.12370380014181137,0.21629619598388672,0.09816354134043584,-0.02393267120965993,-0.03784511112456513,-0.01,0.0,0.0,0.0,-0.1831208542462548,0.0,-0.15673509524004403,3.130364362881984,false,false,in_progress
38,228,0.3697741396891472,1.6679199078162026,-0.5228291894520031,0.10199943822754688,0.11456938356699489,0.2298841010685276,0.10199943822754688,0,0.16011184379915755,false,0,0,0.9477,0.8775,0.02,false,0,v=0.17,w=0.878573066029775,0.1251927763223648,0.21480722725391388,0.09931611970956322,-0.026252287301842397,-0.026423349962042507,-0.01,0.0,0.0,0.0,-0.17153124929344524,0.0,-0.1348907668477669,2.995473596034217,false,false,in_progress
39,234,0.3877858540265043,1.6774893946371305,-0.45430843210993216,0.10199947080819528,0.11918823544941533,0.2092287955172623,0.10199947080819528,0,0.13782554103378797,false,0,0,0.9477,0.8775,0.02,false,0,v=0.17,w=0.8248792156247031,0.1279311627149582,0.2120688408613205,0.09977500403451912,-0.028411670939090528,-0.021888344436802182,-0.01,0.0,0.0,0.0,-0.15120572056645898,0.0,-0.11173073190783256,2.8837428641263845,false,false,in_progress
40,240,0.4063987764098557,1.6858302450543785,-0.38866921761949297,0.10199950899065949,0.12311576264490495,0.17712055375875685,0.10199950899065949,0,0.11581872442941415,false,0,0,0.9477,0.8775,0.02,false,0,v=0.17,w=0.8133818461671288,0.1285175234079361,0.2114824801683426,0.10040373885972792,-0.030314982023273148,-0.015685845281904337,-0.01,0.0,0.0,0.0,-0.14702000779551128,0.0,-0.10261709624096085,2.7811257678854235,false,false,in_progress
41,246,0.42551103249564526,1.692953593790043,-0.32525453153389516,0.101999542793477,0.12639570140694362,0.14526152954375138,0.101999542793477,0,0.09360281492293515,false,0,0,0.9477,0.8775,0.02,false,0,v=0.17,w=0.779081317096534,0.13026686012744904,0.20973314344882965,0.10092529207408973,-0.0319517466683065,-0.010550455982695077,-0.01,0.0,0.0,0.0,-0.1348817203357208,-200.0,-200.08645863091263,-197.30533286302722,true,false,offroad
